slug,library_formula,formula_rendered_before_fix
limit-of-5absx2--x2-as-x-to-1,"5*abs(x)^2 - x^2","5absx^2x^2asx"
limit-of-2x3-over-x3-as-x-to--1,"2*x^3 / x^3","(2x^3)/(x^3asx)"
limit-of-1-over-x--1-over-4x3-as-x-to-2,"(1/x) - (1/4*x^3)","(1/x^1)/(4x^3asx)"
limit-of-4x22--ex2-as-x-to--2,"4*x^2^2 - e^x^2","4x^22ex^2asx"
limit-of-4x2-sinx-over-tanx-as-x-to--inf,"(4*x^2 * sin(x)) / tan(x)","(4x^2sinx)/tan(xasx)"
limit-of-x22--4x22-as-x-to-pi-2,"x^2^2 - 4*x^2^2","x^224x^22asx"
limit-of-1-over-x22--tanx2-as-x-to--inf,"1/(x^2)^2 - tan(x)^2","1/(x^22tanx^2asx)"
limit-of-4x3--ex-over-x2--sinx-as-x-to-2,"(4*x^3 - e^x) / (x^2 - sin(x))","(4x^3ex)/(x^2sinxasx)"
limit-of-sqrtsinx--sqrt3cosx-as-x-to-pi,"sqrt(sin(x)) - sqrt(3*cos(x))","sqrt(sinxsqrt^3cosxasx)"
limit-of-x2-sqrtx-over-tanx-as-x-to-pi-2,"(x^2 * sqrt(x)) / tan(x)","(x^2sqrtx)/tan(xasx)"
limit-of-lnx-lnx-over-x3-as-x-to-1,"(ln(x) * ln(x)) / x^3","ln(xlnx)/(x^3asx)"
limit-of-1-over-5absx--1-over-21-over-x2-as-x-to--2,"(1/5*abs(x)) - (1/2*1/(x^2))","(1/5absx^1/21)/(x^2asx)"
limit-of-2cosx-sqrtx-over-1-over-x2-as-x-to-2,"(2*cos(x) * sqrt(x)) / 1/(x^2)","(2cosxsqrtx/1)/(x^2asx)"
limit-of-3ex2--1-over-x22-as-x-to-inf,"3*e^x^2 - 1/(x^2)^2","(3ex^21)/(x^22asx)"
limit-of-1-over-x22--x32-as-x-to-1,"1/(x^2)^2 - x^3^2","1/(x^22x^32asx)"
limit-of-lnx--3lnx-over-x--sinx-as-x-to-pi,"(ln(x) - 3*ln(x)) / (x - sin(x))","(ln(x^3lnx))/xsinxasx"
limit-of-3sqrtx-5lnx-over-1-over-x2-as-x-to-pi-2,"(3*sqrt(x) * 5*ln(x)) / 1/(x^2)","(3sqrtx^5lnx/1)/(x^2asx)"
limit-of-cosx2--3lnx2-as-x-to--2,"cos(x)^2 - 3*ln(x)^2","cos(x^23lnx^2asx)"
limit-of-1-over-x2-5absx-over-x2-as-x-to-pi-2,"(1/(x^2) * 5*abs(x)) / x^2","(1/x^25absx)/(x^2asx)"
limit-of-2cosx-sqrtx-over-tanx-as-x-to-pi-2,"(2*cos(x) * sqrt(x)) / tan(x)","(2cosxsqrtx)/tan(xasx)"
limit-of-lnx-over-3sqrtx-as-x-to--2,"ln(x) / 3*sqrt(x)","ln(x)/(3sqrtxasx)"
limit-of-41-over-x--3sqrtx-over-sinx--tanx-as-x-to--1,"(4*1/x - 3*sqrt(x)) / (sin(x) - tan(x))","(41/x^3sqrtx)/sin(xtanxasx)"
limit-of-1-over-sqrtx--1-over-ex-as-x-to-0,"(1/sqrt(x)) - (1/e^x)","(1/sqrt(x^1))/exasx"
limit-of-sqrtx--sqrt4x2-as-x-to-pi,"sqrt(x) - sqrt(4*x^2)","sqrt(xsqrt^4x^2asx)"
limit-of-1-over-x2--2cosx2-as-x-to-pi-2,"1/x^2 - 2*cos(x)^2","1/(x^22cosx^2asx)"
limit-of-4x22--4sqrtx2-as-x-to-1,"4*x^2^2 - 4*sqrt(x)^2","4x^224sqrtx^2asx"
limit-of-3x2--cosx2-as-x-to-2,"3*x^2 - cos(x)^2","3x^2cosx^2asx"
limit-of-x2-2x2-over-cosx-as-x-to--2,"(x^2 * 2*x^2) / cos(x)","(x^22x^2)/cos(xasx)"
limit-of-4absx-tanx-over-sinx-as-x-to-1,"(4*abs(x) * tan(x)) / sin(x)","(4absxtanx)/sin(xasx)"
limit-of-4tanx--lnx-over-sinx--lnx-as-x-to-2,"(4*tan(x) - ln(x)) / (sin(x) - ln(x))","(4tanxlnx)/sin(xlnxasx)"
limit-of-1-over-absx--1-over-4cosx-as-x-to-pi,"(1/abs(x)) - (1/4*cos(x))","(1/absx^1)/(4cosxasx)"
limit-of-ex2--2cosx2-as-x-to--1,"e^x^2 - 2*cos(x)^2","ex^22cosx^2asx"
limit-of-5lnx2--x32-as-x-to-1,"5*ln(x)^2 - x^3^2","5lnx^2x^32asx"
limit-of-sqrtsqrtx--sqrt5sqrtx-as-x-to--inf,"sqrt(sqrt(x)) - sqrt(5*sqrt(x))","sqrt(sqrtxsqrt^5sqrtxasx)"
limit-of-sqrttanx--sqrt41-over-x-as-x-to--2,"sqrt(tan(x)) - sqrt(4*1/x)","(sqrt(tanxsqrt^41))/xasx"
limit-of-sqrt3x3--sqrt1-over-x2-as-x-to-1,"sqrt(3*x^3) - sqrt(1/(x^2))","(sqrt(3x^3sqrt^1))/(x^2asx)"
limit-of-tanx-over-absx-as-x-to-pi-2,"tan(x) / abs(x)","tan(x)/absxasx"
limit-of-cosx-over-sqrtx-as-x-to--1,"cos(x) / sqrt(x)","cos(x)/sqrt(xasx)"
limit-of-sqrt51-over-x2--sqrt5lnx-as-x-to-pi-2,"sqrt(5*1/(x^2)) - sqrt(5*ln(x))","(sqrt(51))/(x^2sqrt^5lnxasx)"
limit-of-1-over-41-over-x--1-over-sinx-as-x-to-pi-2,"(1/4*1/x) - (1/sin(x))","(1/41/x^1)/sin(xasx)"
limit-of-51-over-x-over-x3-as-x-to--2,"5*1/x / x^3","(51/x)/(x^3asx)"
limit-of-cosx-5x3-over-x2-as-x-to-1,"(cos(x) * 5*x^3) / x^2","(cos(x^5x^3))/(x^2asx)"
limit-of-sqrt2cosx--sqrt5cosx-as-x-to-2,"sqrt(2*cos(x)) - sqrt(5*cos(x))","sqrt(2cosxsqrt^5cosxasx)"
limit-of-4absx--2x3-over-sinx--1-over-x2-as-x-to-0,"(4*abs(x) - 2*x^3) / (sin(x) - 1/(x^2))","(4absx^2x^3/sin(x^1))/(x^2asx)"
limit-of-1-over-5cosx--1-over-5lnx-as-x-to--inf,"(1/5*cos(x)) - (1/5*ln(x))","(1/5cosx^1)/(5lnxasx)"
limit-of-sqrtsinx--sqrt2tanx-as-x-to-pi,"sqrt(sin(x)) - sqrt(2*tan(x))","sqrt(sinxsqrt^2tanxasx)"
limit-of-ex--1-over-x2-over-tanx--x3-as-x-to-1,"(e^x - 1/(x^2)) / (tan(x) - x^3)","(ex^1/x^2)/(tan(xx^3asx))"
limit-of-sinx-over-41-over-x-as-x-to-2,"sin(x) / 4*1/x","(sin(x)/41)/xasx"
limit-of-1-over-lnx--1-over-2x2-as-x-to-pi-2,"(1/ln(x)) - (1/2*x^2)","(1/ln(x^1))/(2x^2asx)"
limit-of-5lnx-over-2x3-as-x-to-1,"5*ln(x) / 2*x^3","(5lnx)/(2x^3asx)"
limit-of-cosx-over-ex-as-x-to--2,"cos(x) / e^x","cos(x)/exasx"
limit-of-sqrtx2--4tanx2-as-x-to-inf,"sqrt(x)^2 - 4*tan(x)^2","sqrt(x^24tanx^2asx)"
limit-of-sqrt5x3--sqrt5cosx-as-x-to-1,"sqrt(5*x^3) - sqrt(5*cos(x))","sqrt(5x^3sqrt^5cosxasx)"
limit-of-1-over-tanx--1-over-1-over-x-as-x-to--1,"(1/tan(x)) - (1/1/x)","(1/tan(x^1)/1)/xasx"
limit-of-ex--3x2-over-1-over-x2--x2-as-x-to-pi,"(e^x - 3*x^2) / (1/(x^2) - x^2)","(ex^3x^2/1)/(x^2x^2asx)"
limit-of-1-over-ex--1-over-sqrtx-as-x-to-1,"(1/e^x) - (1/sqrt(x))","(1/ex^1)/sqrt(xasx)"
limit-of-1-over-51-over-x2--1-over-4x2-as-x-to-0,"(1/5*1/(x^2)) - (1/4*x^2)","(1/51/x^21)/(4x^2asx)"
limit-of-51-over-x-over-31-over-x2-as-x-to--2,"5*1/x / 3*1/(x^2)","(51/x/31)/(x^2asx)"
limit-of-1-over-5lnx--1-over-5x2-as-x-to--2,"(1/5*ln(x)) - (1/5*x^2)","(1/5lnx^1)/(5x^2asx)"
limit-of-31-over-x-over-1-over-x2-as-x-to-1,"3*1/x / 1/(x^2)","(31/x/1)/(x^2asx)"
limit-of-2absx2--1-over-x22-as-x-to--1,"2*abs(x)^2 - 1/(x^2)^2","(2absx^21)/(x^22asx)"
limit-of-sqrt21-over-x2--sqrt4absx-as-x-to-pi,"sqrt(2*1/(x^2)) - sqrt(4*abs(x))","(sqrt(21))/(x^2sqrt^4absxasx)"
limit-of-tanx--2sinx-over-absx--sinx-as-x-to-2,"(tan(x) - 2*sin(x)) / (abs(x) - sin(x))","(tan(x^2sinx))/absxsinxasx"
limit-of-2x22--5absx2-as-x-to-pi-2,"2*x^2^2 - 5*abs(x)^2","2x^225absx^2asx"
limit-of-absx--x2-over-sqrtx--1-over-x2-as-x-to--inf,"(abs(x) - x^2) / (sqrt(x) - 1/(x^2))","(absxx^2/sqrt(x^1))/(x^2asx)"
limit-of-sqrt1-over-x2--sqrtex-as-x-to-pi,"sqrt(1/(x^2)) - sqrt(e^x)","(sqrt(1))/(x^2sqrtexasx)"
limit-of-1-over-3x3--1-over-2absx-as-x-to--2,"(1/3*x^3) - (1/2*abs(x))","(1/3x^31)/(2absxasx)"
limit-of-1-over-3lnx--1-over-ex-as-x-to-2,"(1/3*ln(x)) - (1/e^x)","(1/3lnx^1)/exasx"
limit-of-2x--tanx-over-absx--tanx-as-x-to--2,"(2*x - tan(x)) / (abs(x) - tan(x))","(2xtanx)/absxtanxasx"
limit-of-sqrt3tanx--sqrt2absx-as-x-to-1,"sqrt(3*tan(x)) - sqrt(2*abs(x))","sqrt(3tanxsqrt^2absxasx)"
limit-of-21-over-x2-over-x3-as-x-to--1,"2*1/(x^2) / x^3","(21/x^2)/(x^3asx)"
limit-of-1-over-cosx--1-over-x2-as-x-to--inf,"(1/cos(x)) - (1/x^2)","(1/cos(x^1))/(x^2asx)"
limit-of-5sqrtx-5lnx-over-tanx-as-x-to--inf,"(5*sqrt(x) * 5*ln(x)) / tan(x)","(5sqrtx^5lnx)/tan(xasx)"
limit-of-4sinx--5sqrtx-over-tanx--absx-as-x-to-0,"(4*sin(x) - 5*sqrt(x)) / (tan(x) - abs(x))","(4sinx^5sqrtx)/tan(xabsxasx)"
limit-of-3lnx2--x22-as-x-to-pi,"3*ln(x)^2 - x^2^2","3lnx^2x^22asx"
limit-of-x-sinx-over-lnx-as-x-to--2,"(x * sin(x)) / ln(x)","xsinx/ln(xasx)"
limit-of-5sinx-2x3-over-1-over-x-as-x-to-pi,"(5*sin(x) * 2*x^3) / 1/x","(5sinx^2x^3/1)/xasx"
limit-of-3lnx--lnx-over-1-over-x2--1-over-x-as-x-to-pi,"(3*ln(x) - ln(x)) / (1/(x^2) - 1/x)","(3lnxlnx/1/x^21)/xasx"
limit-of-x--sinx-over-sqrtx--1-over-x-as-x-to--inf,"(x - sin(x)) / (sqrt(x) - 1/x)","(xsinx/sqrt(x^1))/xasx"
limit-of-1-over-absx--1-over-x-as-x-to-pi,"(1/abs(x)) - (1/x)","(1/absx^1)/xasx"
limit-of-4sinx--lnx-over-tanx--cosx-as-x-to-inf,"(4*sin(x) - ln(x)) / (tan(x) - cos(x))","(4sinxlnx)/tan(xcosxasx)"
limit-of-sqrt3cosx--sqrtabsx-as-x-to-pi-2,"sqrt(3*cos(x)) - sqrt(abs(x))","sqrt(3cosxsqrtabsxasx)"
limit-of-3sinx2--3sinx2-as-x-to--inf,"3*sin(x)^2 - 3*sin(x)^2","3sinx^23sinx^2asx"
limit-of-31-over-x-1-over-x-over-cosx-as-x-to-pi-2,"(3*1/x * 1/x) / cos(x)","(31/x^1/x)/cos(xasx)"
limit-of-sqrtx3--sqrt1-over-x2-as-x-to-0,"sqrt(x^3) - sqrt(1/(x^2))","(sqrt(x^3sqrt^1))/(x^2asx)"
limit-of-cosx-over-41-over-x2-as-x-to--1,"cos(x) / 4*1/(x^2)","(cos(x)/41)/(x^2asx)"
limit-of-4sqrtx2--31-over-x2-as-x-to--2,"4*sqrt(x)^2 - 3*1/x^2","(4sqrtx^231)/(x^2asx)"
limit-of-1-over-x2--x-over-sinx--lnx-as-x-to-pi,"(1/(x^2) - x) / (sin(x) - ln(x))","(1/x^2x)/sin(xlnxasx)"
limit-of-sqrtlnx--sqrt5x2-as-x-to-1,"sqrt(ln(x)) - sqrt(5*x^2)","sqrt(lnxsqrt^5x^2asx)"
limit-of-5tanx-3sqrtx-over-1-over-x2-as-x-to--2,"(5*tan(x) * 3*sqrt(x)) / 1/(x^2)","(5tanx^3sqrtx/1)/(x^2asx)"
limit-of-sqrt1-over-x2--sqrt2tanx-as-x-to-0,"sqrt(1/(x^2)) - sqrt(2*tan(x))","(sqrt(1))/(x^2sqrt^2tanxasx)"
limit-of-2sqrtx-cosx-over-cosx-as-x-to-pi-2,"(2*sqrt(x) * cos(x)) / cos(x)","(2sqrtxcosx)/cos(xasx)"
limit-of-4x2-over-1-over-x2-as-x-to-pi-2,"4*x^2 / 1/(x^2)","(4x^2/1)/(x^2asx)"
limit-of-1-over-absx--1-over-4sqrtx-as-x-to-pi,"(1/abs(x)) - (1/4*sqrt(x))","(1/absx^1)/(4sqrtxasx)"
limit-of-5cosx-over-3x-as-x-to-0,"5*cos(x) / 3*x","(5cosx)/(3xasx)"
limit-of-tanx-over-tanx-as-x-to-0,"tan(x) / tan(x)","tan(x)/tan(xasx)"
limit-of-sqrtx--3x2-over-x3--absx-as-x-to-inf,"(sqrt(x) - 3*x^2) / (x^3 - abs(x))","(sqrt(x^3x^2))/(x^3absxasx)"
limit-of-sqrtx-absx-over-lnx-as-x-to--inf,"(sqrt(x) * abs(x)) / ln(x)","sqrt(xabsx)/ln(xasx)"
limit-of-31-over-x2--5x32-as-x-to-0,"3*1/x^2 - 5*x^3^2","31/(x^25x^32asx)"
limit-of-ex2--51-over-x22-as-x-to-1,"e^x^2 - 5*1/(x^2)^2","(ex^251)/(x^22asx)"
limit-of-4x32--cosx2-as-x-to--inf,"4*x^3^2 - cos(x)^2","4x^32cosx^2asx"
limit-of-sqrtx2--4x32-as-x-to-pi,"sqrt(x)^2 - 4*x^3^2","sqrt(x^24x^32asx)"
limit-of-sqrt3x--sqrtcosx-as-x-to--2,"sqrt(3*x) - sqrt(cos(x))","sqrt(3xsqrtcosxasx)"
limit-of-x--3sqrtx-over-lnx--1-over-x2-as-x-to-pi,"(x - 3*sqrt(x)) / (ln(x) - 1/(x^2))","(x^3sqrtx/ln(x^1))/(x^2asx)"
limit-of-x2-over-3sqrtx-as-x-to-0,"x^2 / 3*sqrt(x)","(x^2)/(3sqrtxasx)"
limit-of-1-over-4absx--1-over-5lnx-as-x-to-pi,"(1/4*abs(x)) - (1/5*ln(x))","(1/4absx^1)/(5lnxasx)"
limit-of-4absx2--sqrtx2-as-x-to-inf,"4*abs(x)^2 - sqrt(x)^2","4absx^2sqrtx^2asx"
limit-of-4sinx-x2-over-tanx-as-x-to-1,"(4*sin(x) * x^2) / tan(x)","(4sinxx^2)/tan(xasx)"
limit-of-sqrtx2--sqrt2x-as-x-to-1,"sqrt(x^2) - sqrt(2*x)","sqrt(x^2sqrt^2xasx)"
limit-of-sqrtsqrtx--sqrtabsx-as-x-to-pi-2,"sqrt(sqrt(x)) - sqrt(abs(x))","sqrt(sqrtxsqrtabsxasx)"
limit-of-lnx-tanx-over-1-over-x-as-x-to--2,"(ln(x) * tan(x)) / 1/x","(ln(xtanx)/1)/xasx"
limit-of-1-over-x--1-over-1-over-x-as-x-to-inf,"(1/x) - (1/1/x)","(1/x^1/1)/xasx"
limit-of-x3--ex-over-absx--1-over-x2-as-x-to-1,"(x^3 - e^x) / (abs(x) - 1/(x^2))","(x^3ex/absx^1)/(x^2asx)"
limit-of-1-over-1-over-x--1-over-2x3-as-x-to--2,"(1/1/x) - (1/2*x^3)","(1/1/x^1)/(2x^3asx)"
limit-of-ex2--4absx2-as-x-to-2,"e^x^2 - 4*abs(x)^2","ex^24absx^2asx"
limit-of-5x2-over-sqrtx-as-x-to--1,"5*x^2 / sqrt(x)","(5x^2)/sqrt(xasx)"
limit-of-sqrt3sinx--sqrt3ex-as-x-to-1,"sqrt(3*sin(x)) - sqrt(3*e^x)","sqrt(3sinxsqrt^3exasx)"
limit-of-sqrtsinx--sqrt4x2-as-x-to--2,"sqrt(sin(x)) - sqrt(4*x^2)","sqrt(sinxsqrt^4x^2asx)"
limit-of-sqrtx--5x-over-x2--sqrtx-as-x-to--2,"(sqrt(x) - 5*x) / (x^2 - sqrt(x))","(sqrt(x^5x))/(x^2sqrtxasx)"
limit-of-sqrt41-over-x2--sqrt3x-as-x-to-0,"sqrt(4*1/(x^2)) - sqrt(3*x)","(sqrt(41))/(x^2sqrt^3xasx)"
limit-of-ex-over-lnx-as-x-to--inf,"e^x / ln(x)","ex/ln(xasx)"
limit-of-ex-over-3tanx-as-x-to-pi,"e^x / 3*tan(x)","ex/(3tanxasx)"
limit-of-5x2-tanx-over-cosx-as-x-to--1,"(5*x^2 * tan(x)) / cos(x)","(5x^2tanx)/cos(xasx)"
limit-of-1-over-3lnx--1-over-41-over-x2-as-x-to-1,"(1/3*ln(x)) - (1/4*1/(x^2))","(1/3lnx^1/41)/(x^2asx)"
limit-of-1-over-x2--x3-over-x2--x3-as-x-to-1,"(1/(x^2) - x^3) / (x^2 - x^3)","(1/x^2x^3)/(x^2x^3asx)"
limit-of-3x22--x32-as-x-to--1,"3*x^2^2 - x^3^2","3x^22x^32asx"
limit-of-sqrtx2--sqrtx2-as-x-to-inf,"sqrt(x^2) - sqrt(x^2)","sqrt(x^2sqrtx^2asx)"
limit-of-3sqrtx--4tanx-over-cosx--1-over-x-as-x-to--1,"(3*sqrt(x) - 4*tan(x)) / (cos(x) - 1/x)","(3sqrtx^4tanx/cos(x^1))/xasx"
limit-of-2tanx2--3lnx2-as-x-to-0,"2*tan(x)^2 - 3*ln(x)^2","2tanx^23lnx^2asx"
limit-of-x32--lnx2-as-x-to-pi-2,"x^3^2 - ln(x)^2","x^32lnx^2asx"
limit-of-51-over-x-over-4tanx-as-x-to-1,"5*1/x / 4*tan(x)","(51/x)/(4tanxasx)"
limit-of-1-over-x-1-over-x2-over-absx-as-x-to-2,"(1/x * 1/(x^2)) / abs(x)","(1/x^1/x^2)/absxasx"
limit-of-sinx--3x2-over-1-over-x--sqrtx-as-x-to-pi,"(sin(x) - 3*x^2) / (1/x - sqrt(x))","(sin(x^3x^2)/1)/xsqrtxasx"
limit-of-1-over-2sqrtx--1-over-x2-as-x-to-1,"(1/2*sqrt(x)) - (1/x^2)","(1/2sqrtx^1)/(x^2asx)"
limit-of-3absx2--tanx2-as-x-to--2,"3*abs(x)^2 - tan(x)^2","3absx^2tanx^2asx"
limit-of-3x32--2sqrtx2-as-x-to-0,"3*x^3^2 - 2*sqrt(x)^2","3x^322sqrtx^2asx"
limit-of-sinx--2x2-over-tanx--cosx-as-x-to-pi,"(sin(x) - 2*x^2) / (tan(x) - cos(x))","(sin(x^2x^2))/tan(xcosxasx)"
limit-of-sqrtsinx--sqrttanx-as-x-to--inf,"sqrt(sin(x)) - sqrt(tan(x))","sqrt(sinxsqrttanxasx)"
limit-of-2absx--x3-over-1-over-x--ex-as-x-to-pi,"(2*abs(x) - x^3) / (1/x - e^x)","(2absxx^3/1)/xexasx"
limit-of-3ex-2cosx-over-sinx-as-x-to--2,"(3*e^x * 2*cos(x)) / sin(x)","(3ex^2cosx)/sin(xasx)"
limit-of-sqrtx--4ex-over-x3--sqrtx-as-x-to-pi,"(sqrt(x) - 4*e^x) / (x^3 - sqrt(x))","(sqrt(x^4ex))/(x^3sqrtxasx)"
limit-of-sqrtx2--sqrt2ex-as-x-to-2,"sqrt(x^2) - sqrt(2*e^x)","sqrt(x^2sqrt^2exasx)"
limit-of-tanx-2sinx-over-sqrtx-as-x-to-pi-2,"(tan(x) * 2*sin(x)) / sqrt(x)","(tan(x^2sinx))/sqrt(xasx)"
limit-of-sqrt4absx--sqrt2cosx-as-x-to-inf,"sqrt(4*abs(x)) - sqrt(2*cos(x))","sqrt(4absxsqrt^2cosxasx)"
limit-of-1-over-x2--1-over-4absx-as-x-to--2,"(1/x^2) - (1/4*abs(x))","(1/x^21)/(4absxasx)"
limit-of-sqrt3sqrtx--sqrtlnx-as-x-to--inf,"sqrt(3*sqrt(x)) - sqrt(ln(x))","sqrt(3sqrtxsqrtlnxasx)"
limit-of-sqrt3sqrtx--sqrtcosx-as-x-to-pi,"sqrt(3*sqrt(x)) - sqrt(cos(x))","sqrt(3sqrtxsqrtcosxasx)"
limit-of-1-over-tanx--1-over-5x3-as-x-to--2,"(1/tan(x)) - (1/5*x^3)","(1/tan(x^1))/(5x^3asx)"
limit-of-tanx-over-4sinx-as-x-to--1,"tan(x) / 4*sin(x)","tan(x)/(4sinxasx)"
limit-of-sqrt31-over-x--sqrtsinx-as-x-to--1,"sqrt(3*1/x) - sqrt(sin(x))","(sqrt(31))/xsqrtsinxasx"
limit-of-2absx-over-5cosx-as-x-to-1,"2*abs(x) / 5*cos(x)","(2absx)/(5cosxasx)"
limit-of-1-over-x--1-over-tanx-as-x-to-0,"(1/x) - (1/tan(x))","(1/x^1)/tan(xasx)"
limit-of-1-over-cosx--1-over-cosx-as-x-to-0,"(1/cos(x)) - (1/cos(x))","(1/cos(x^1))/cos(xasx)"
limit-of-2x3-over-x3-as-x-to--2,"2*x^3 / x^3","(2x^3)/(x^3asx)"
limit-of-ex-1-over-x2-over-1-over-x2-as-x-to--inf,"(e^x * 1/(x^2)) / 1/(x^2)","(ex^1/x^2/1)/(x^2asx)"
limit-of-sqrt31-over-x2--sqrt2tanx-as-x-to-1,"sqrt(3*1/(x^2)) - sqrt(2*tan(x))","(sqrt(31))/(x^2sqrt^2tanxasx)"
limit-of-1-over-2x2--1-over-x3-as-x-to-2,"(1/2*x^2) - (1/x^3)","(1/2x^21)/(x^3asx)"
limit-of-31-over-x2--x22-as-x-to-2,"3*1/x^2 - x^2^2","31/(x^2x^22asx)"
limit-of-1-over-3x3--1-over-2x2-as-x-to-0,"(1/3*x^3) - (1/2*x^2)","(1/3x^31)/(2x^2asx)"
limit-of-1-over-ex--1-over-41-over-x2-as-x-to--1,"(1/e^x) - (1/4*1/(x^2))","(1/ex^1/41)/(x^2asx)"
limit-of-1-over-x2-absx-over-sqrtx-as-x-to-0,"(1/(x^2) * abs(x)) / sqrt(x)","(1/x^2absx)/sqrt(xasx)"
limit-of-lnx-5ex-over-sinx-as-x-to-pi-2,"(ln(x) * 5*e^x) / sin(x)","(ln(x^5ex))/sin(xasx)"
limit-of-5sinx2--cosx2-as-x-to-pi,"5*sin(x)^2 - cos(x)^2","5sinx^2cosx^2asx"
limit-of-2x-4lnx-over-1-over-x2-as-x-to-1,"(2*x * 4*ln(x)) / 1/(x^2)","(2x^4lnx/1)/(x^2asx)"
limit-of-5sqrtx2--2lnx2-as-x-to-pi-2,"5*sqrt(x)^2 - 2*ln(x)^2","5sqrtx^22lnx^2asx"
limit-of-sqrt3x--sqrtlnx-as-x-to-pi,"sqrt(3*x) - sqrt(ln(x))","sqrt(3xsqrtlnxasx)"
limit-of-1-over-x22--tanx2-as-x-to--2,"1/(x^2)^2 - tan(x)^2","1/(x^22tanx^2asx)"
limit-of-1-over-sqrtx--1-over-4tanx-as-x-to-inf,"(1/sqrt(x)) - (1/4*tan(x))","(1/sqrt(x^1))/(4tanxasx)"
limit-of-4ex-sinx-over-sinx-as-x-to--2,"(4*e^x * sin(x)) / sin(x)","(4exsinx)/sin(xasx)"
limit-of-4ex-3ex-over-tanx-as-x-to--2,"(4*e^x * 3*e^x) / tan(x)","(4ex^3ex)/tan(xasx)"
limit-of-absx-5x3-over-x2-as-x-to-0,"(abs(x) * 5*x^3) / x^2","(absx^5x^3)/(x^2asx)"
limit-of-sqrtlnx--sqrtlnx-as-x-to-2,"sqrt(ln(x)) - sqrt(ln(x))","sqrt(lnxsqrtlnxasx)"
limit-of-1-over-x--absx-over-sqrtx--absx-as-x-to--inf,"(1/x - abs(x)) / (sqrt(x) - abs(x))","(1/xabsx)/sqrt(xabsxasx)"
limit-of-3tanx--5ex-over-lnx--sqrtx-as-x-to-2,"(3*tan(x) - 5*e^x) / (ln(x) - sqrt(x))","(3tanx^5ex)/ln(xsqrtxasx)"
limit-of-lnx-over-3cosx-as-x-to-pi,"ln(x) / 3*cos(x)","ln(x)/(3cosxasx)"
limit-of-5sqrtx2--21-over-x2-as-x-to-pi,"5*sqrt(x)^2 - 2*1/x^2","(5sqrtx^221)/(x^2asx)"
limit-of-4tanx--ex-over-x2--sqrtx-as-x-to-pi-2,"(4*tan(x) - e^x) / (x^2 - sqrt(x))","(4tanxex)/(x^2sqrtxasx)"
limit-of-sqrt5cosx--sqrt2lnx-as-x-to-inf,"sqrt(5*cos(x)) - sqrt(2*ln(x))","sqrt(5cosxsqrt^2lnxasx)"
limit-of-x2--1-over-x2-as-x-to-pi,"x^2 - 1/x^2","(x^21)/(x^2asx)"
limit-of-51-over-x2--x22-as-x-to-pi,"5*1/x^2 - x^2^2","51/(x^2x^22asx)"
limit-of-1-over-x-over-4cosx-as-x-to-pi-2,"1/x / 4*cos(x)","(1/x)/(4cosxasx)"
limit-of-sqrt5x3--sqrt5x3-as-x-to--2,"sqrt(5*x^3) - sqrt(5*x^3)","sqrt(5x^3sqrt^5x^3asx)"
limit-of-sinx2--1-over-x22-as-x-to--inf,"sin(x)^2 - 1/(x^2)^2","(sin(x^21))/(x^22asx)"
limit-of-x-x2-over-lnx-as-x-to--1,"(x * x^2) / ln(x)","(xx^2)/ln(xasx)"
limit-of-3x--51-over-x2-over-sqrtx--ex-as-x-to-inf,"(3*x - 5*1/(x^2)) / (sqrt(x) - e^x)","(3x^51/x^2)/sqrt(xexasx)"
limit-of-1-over-x2--1-over-21-over-x2-as-x-to-inf,"(1/x^2) - (1/2*1/(x^2))","(1/x^21/21)/(x^2asx)"
limit-of-1-over-x2--4cosx2-as-x-to-pi,"1/x^2 - 4*cos(x)^2","1/(x^24cosx^2asx)"
limit-of-x2-3lnx-over-x-as-x-to--1,"(x^2 * 3*ln(x)) / x","(x^23lnx)/xasx"
limit-of-sqrt3x--sqrt1-over-x2-as-x-to-2,"sqrt(3*x) - sqrt(1/(x^2))","(sqrt(3xsqrt^1))/(x^2asx)"
limit-of-sqrt2x3--sqrtx3-as-x-to--2,"sqrt(2*x^3) - sqrt(x^3)","sqrt(2x^3sqrtx^3asx)"
limit-of-lnx-over-3absx-as-x-to--2,"ln(x) / 3*abs(x)","ln(x)/(3absxasx)"
limit-of-sqrt4x--sqrt3lnx-as-x-to-0,"sqrt(4*x) - sqrt(3*ln(x))","sqrt(4xsqrt^3lnxasx)"
limit-of-x3--51-over-x2-over-ex--x-as-x-to-1,"(x^3 - 5*1/(x^2)) / (e^x - x)","(x^351/x^2)/exxasx"
limit-of-sqrt51-over-x2--sqrt41-over-x-as-x-to--inf,"sqrt(5*1/(x^2)) - sqrt(4*1/x)","(sqrt(51)/x^2sqrt^41)/xasx"
limit-of-sqrt3lnx--sqrt3x-as-x-to--inf,"sqrt(3*ln(x)) - sqrt(3*x)","sqrt(3lnxsqrt^3xasx)"
limit-of-1-over-3sqrtx--1-over-3x3-as-x-to-2,"(1/3*sqrt(x)) - (1/3*x^3)","(1/3sqrtx^1)/(3x^3asx)"
limit-of-1-over-2sqrtx--1-over-lnx-as-x-to-1,"(1/2*sqrt(x)) - (1/ln(x))","(1/2sqrtx^1)/ln(xasx)"
